"Table S2. Feature ranking from tree model-based feature importance scores with pangenome feature sets for
doxycycline-resistance prediction models. ""Avg feat importance ranking"" are averaged across 5-fold cross validation sets. ",,,,,,,,,
Feature,Ranking_1,Ranking_2,Ranking_3,Ranking_4,Ranking_5,Avg feat importance ranking,Antibiotic,Classifier,Annotation
group_5177,2,3,1,3,1,1.67,Doxycycline,random forest,Prokka
group_6088,5,6,2,2,2,2,Doxycycline,random forest,Prokka
group_8825,12,8,3,6,3,4,Doxycycline,random forest,Prokka
eccC,1,4,8,1,6,5,Doxycycline,random forest,Prokka
group_5094,7,1,9,5,4,6,Doxycycline,random forest,Prokka
group_5095,4,10,5,7,9,7,Doxycycline,random forest,Prokka
group_7273,6,2,12,4,7,7.67,Doxycycline,random forest,Prokka
group_8834,10,7,4,14,5,7.67,Doxycycline,random forest,Prokka
group_1766,3,15,6,12,8,8.67,Doxycycline,random forest,Prokka
group_6087,8,5,7,11,10,9.33,Doxycycline,random forest,Prokka
group_11173,22,12,10,8,15,11,Doxycycline,random forest,Prokka
Int-Tn,18,16,13,10,11,11.33,Doxycycline,random forest,Prokka
tet(L),11,14,11,9,17,12.33,Doxycycline,random forest,Prokka
group_15351,13,19,16,15,12,14.33,Doxycycline,random forest,Prokka
group_11172,9,11,14,16,14,14.67,Doxycycline,random forest,Prokka
tet(M),17,13,17,17,13,15.67,Doxycycline,random forest,Prokka
group_15352,15,9,19,13,16,16,Doxycycline,random forest,Prokka
pre,16,17,15,19,18,17.33,Doxycycline,random forest,Prokka
group_5190,26,63,22,20,19,20.33,Doxycycline,random forest,Prokka
group_1302,14,18,18,18,28,21.33,Doxycycline,random forest,Prokka
group_2298,23,38,24,23,29,25.33,Doxycycline,random forest,Prokka
group_14075,29,61,31,30,24,28.33,Doxycycline,random forest,Prokka
group_15917,19,33,39,39,20,32.67,Doxycycline,random forest,Prokka
group_8842,21,21,52,21,27,33.33,Doxycycline,random forest,Prokka
group_8864,39,24,32,25,43,33.33,Doxycycline,random forest,Prokka
group_15924,41,22,23,22,57,34,Doxycycline,random forest,Prokka
group_11869,32,31,21,57,26,34.67,Doxycycline,random forest,Prokka
group_14076,30,25,29,35,48,37.33,Doxycycline,random forest,Prokka
group_15916,35,28,45,42,39,42,Doxycycline,random forest,Prokka
bin3_1,33,50,27,63,46,45.33,Doxycycline,random forest,Prokka
group_11004,20,254,26,41,70,45.67,Doxycycline,random forest,Prokka
opuCA,25,151,35,55,58,49.33,Doxycycline,random forest,Prokka
group_8523,27,20,98,29,21,49.33,Doxycycline,random forest,Prokka
group_5789,28,108,37,82,41,53.33,Doxycycline,random forest,Prokka
group_2070,24,26,59,80,33,57.33,Doxycycline,random forest,Prokka
group_12700,34,295,60,40,133,77.67,Doxycycline,random forest,Prokka
group_8429,47,48,166,32,53,83.67,Doxycycline,random forest,Prokka
group_4118,49,97,101,122,37,86.67,Doxycycline,random forest,Prokka
copZ_2,48,917,77,116,79,90.67,Doxycycline,random forest,Prokka
yncB_2,38,222,196,81,49,108.67,Doxycycline,random forest,Prokka
group_11649,43,56,90,100,201,130.33,Doxycycline,random forest,Prokka
group_5513,44,263,231,64,176,157,Doxycycline,random forest,Prokka
group_9891,37,841,492,75,85,217.33,Doxycycline,random forest,Prokka
group_7531,50,86,334,134,220,229.33,Doxycycline,random forest,Prokka
group_1478,31,30,53,36,636,241.67,Doxycycline,random forest,Prokka
group_8013,46,205,226,68,996,430,Doxycycline,random forest,Prokka
group_12670,36,112,665,538,185,462.67,Doxycycline,random forest,Prokka
group_6934,42,2091,270,954,862,695.33,Doxycycline,random forest,Prokka
btsS,45,318,346,3149,527,1340.67,Doxycycline,random forest,Prokka
group_3702,40,147,46,6183,657,2295.33,Doxycycline,random forest,Prokka
group_5465,1,1,1,1,1,1,Doxycycline,gradient boosting,RASTtk
BacA,11,34032,9,2,5,5.33,Doxycycline,gradient boosting,RASTtk
group_17674,26,19079,20,8,4,10.67,Doxycycline,gradient boosting,RASTtk
"Tn916, hypothetical protein",20,32,15,19,3,12.33,Doxycycline,gradient boosting,RASTtk
group_15087,8,141,11,13,22,15.33,Doxycycline,gradient boosting,RASTtk
group_15358,43,4,7,28,17,17.33,Doxycycline,gradient boosting,RASTtk
"Tn916, transcriptional regulator, putative",12,16,4,31,24,19.67,Doxycycline,gradient boosting,RASTtk
group_7483,5,29853,45,10,10,21.67,Doxycycline,gradient boosting,RASTtk
FIG086557: Conjugation related protein,4,80,10,34,38,27.33,Doxycycline,gradient boosting,RASTtk
"Tetracycline resistance, MFS efflux pump > Tet(L)",30,29,19,17,55,30.33,Doxycycline,gradient boosting,RASTtk
group_2185,13,26461,99,27,60,62,Doxycycline,gradient boosting,RASTtk
group_7993,40,82,117,29,152,99.33,Doxycycline,gradient boosting,RASTtk
Epsilon antitoxin,29,18895,42,66,204,104,Doxycycline,gradient boosting,RASTtk
group_10508,23,102,44,1101,101,415.33,Doxycycline,gradient boosting,RASTtk
group_1282,19,3,69,6,3462,1179,Doxycycline,gradient boosting,RASTtk
group_11681,37,129,8608,141,140,2963,Doxycycline,gradient boosting,RASTtk
group_7786,36,108,48,91,11233,3790.67,Doxycycline,gradient boosting,RASTtk
group_4187,28,12300,33,12310,59,4134,Doxycycline,gradient boosting,RASTtk
group_25173,21,84,40,30,14794,4954.67,Doxycycline,gradient boosting,RASTtk
group_25171,32,98,144,55,14781,4993.33,Doxycycline,gradient boosting,RASTtk
group_22896,44,7575,51,7595,7522,5056,Doxycycline,gradient boosting,RASTtk
group_29468,31,99,26,15629,12,5222.33,Doxycycline,gradient boosting,RASTtk
group_29470,18,39,57,15627,28,5237.33,Doxycycline,gradient boosting,RASTtk
group_27135,34,16951,39,58,16935,5677.33,Doxycycline,gradient boosting,RASTtk
group_27133,24,16923,64,68,16937,5689.67,Doxycycline,gradient boosting,RASTtk
group_1244,14,41,106,19617,126,6616.33,Doxycycline,gradient boosting,RASTtk
